replicate,availability_target_fraction,availability_relation,availability_slope,availability_intercept,realized_available_n,realized_available_fraction,full_population_event_n,available_event_n,event_availability_ceiling
95,0.5,higher_risk_more_available,1.0,0.0,50045,0.50045,10154,6680,0.6578688201693914
95,0.7,higher_risk_less_available,-1.0,1.0184006519909872,69976,0.69976,10154,5529,0.544514477053378
95,0.7,risk_independent,0.0,0.8472978603867887,70005,0.70005,10154,7092,0.698443962970258
95,0.7,higher_risk_more_available,1.0,1.0184006519909872,70079,0.70079,10154,8427,0.8299192436478235
95,0.9,higher_risk_less_available,-1.0,2.5642215001107616,89848,0.89848,10154,8311,0.8184951743155406
95,0.9,risk_independent,0.0,2.197224577337238,89974,0.89974,10154,9161,0.9022060271814063
95,0.9,higher_risk_more_available,1.0,2.5642215001107616,90016,0.90016,10154,9673,0.9526295056135513
96,0.5,higher_risk_less_available,-1.0,0.0,50148,0.50148,10104,3348,0.331353919239905
96,0.5,risk_independent,0.0,0.0,50067,0.50067,10104,5052,0.5
96,0.5,higher_risk_more_available,1.0,0.0,49886,0.49886,10104,6725,0.6655779889152811
96,0.7,higher_risk_less_available,-1.0,1.0184006519909872,70020,0.7002,10104,5476,0.5419635787806809
96,0.7,risk_independent,0.0,0.8472978603867887,69996,0.69996,10104,7056,0.6983372921615202
96,0.7,higher_risk_more_available,1.0,1.0184006519909872,70071,0.70071,10104,8382,0.8295724465558195
96,0.9,higher_risk_less_available,-1.0,2.5642215001107616,90131,0.90131,10104,8285,0.819972288202692
96,0.9,risk_independent,0.0,2.197224577337238,90152,0.90152,10104,9101,0.9007323832145685
96,0.9,higher_risk_more_available,1.0,2.5642215001107616,90030,0.9003,10104,9621,0.9521971496437055
97,0.5,higher_risk_less_available,-1.0,0.0,50299,0.50299,9886,3240,0.3277361925955897
97,0.5,risk_independent,0.0,0.0,50188,0.50188,9886,4934,0.4990896216872345
97,0.5,higher_risk_more_available,1.0,0.0,49987,0.49987,9886,6596,0.6672061501112685
97,0.7,higher_risk_less_available,-1.0,1.0184006519909872,69962,0.69962,9886,5281,0.5341897633016387
97,0.7,risk_independent,0.0,0.8472978603867887,70194,0.70194,9886,6885,0.6964394092656282
97,0.7,higher_risk_more_available,1.0,1.0184006519909872,70065,0.70065,9886,8147,0.8240946793445276
97,0.9,higher_risk_less_available,-1.0,2.5642215001107616,90050,0.9005,9886,8035,0.81276552700789
97,0.9,risk_independent,0.0,2.197224577337238,89980,0.8998,9886,8879,0.8981387821161239
97,0.9,higher_risk_more_available,1.0,2.5642215001107616,90007,0.90007,9886,9373,0.948108436172365
98,0.5,higher_risk_less_available,-1.0,0.0,49953,0.49953,10045,3323,0.33081134892981584
98,0.5,risk_independent,0.0,0.0,50093,0.50093,10045,5015,0.4992533598805376
98,0.5,higher_risk_more_available,1.0,0.0,50262,0.50262,10045,6704,0.6673967147834744
98,0.7,higher_risk_less_available,-1.0,1.0184006519909872,70073,0.70073,10045,5383,0.5358885017421603
98,0.7,risk_independent,0.0,0.8472978603867887,70215,0.70215,10045,7050,0.701841712294674
98,0.7,higher_risk_more_available,1.0,1.0184006519909872,70187,0.70187,10045,8288,0.8250871080139373
98,0.9,higher_risk_less_available,-1.0,2.5642215001107616,90050,0.9005,10045,8191,0.81543056246889
98,0.9,risk_independent,0.0,2.197224577337238,90082,0.90082,10045,8994,0.895370831259333
98,0.9,higher_risk_more_available,1.0,2.5642215001107616,90000,0.9,10045,9519,0.9476356396217024
99,0.5,higher_risk_less_available,-1.0,0.0,50089,0.50089,9897,3366,0.3401030615337981
99,0.5,risk_independent,0.0,0.0,50031,0.50031,9897,4989,0.5040921491361019
99,0.5,higher_risk_more_available,1.0,0.0,50077,0.50077,9897,6631,0.6700010104071941
99,0.7,higher_risk_less_available,-1.0,1.0184006519909872,70097,0.70097,9897,5385,0.544104274022431
99,0.7,risk_independent,0.0,0.8472978603867887,70177,0.70177,9897,6966,0.703849651409518
99,0.7,higher_risk_more_available,1.0,1.0184006519909872,70273,0.70273,9897,8237,0.8322724057795291
99,0.9,higher_risk_less_available,-1.0,2.5642215001107616,90166,0.90166,9897,8088,0.8172173385874507
99,0.9,risk_independent,0.0,2.197224577337238,90112,0.90112,9897,8914,0.9006769728200464
99,0.9,higher_risk_more_available,1.0,2.5642215001107616,90069,0.90069,9897,9437,0.9535212690714358
100,0.5,higher_risk_less_available,-1.0,0.0,50102,0.50102,9874,3267,0.3308689487543042
100,0.5,risk_independent,0.0,0.0,49900,0.499,9874,4907,0.4969617176422929
100,0.5,higher_risk_more_available,1.0,0.0,50157,0.50157,9874,6577,0.6660927688879886
100,0.7,higher_risk_less_available,-1.0,1.0184006519909872,70058,0.70058,9874,5359,0.54273850516508
100,0.7,risk_independent,0.0,0.8472978603867887,70162,0.70162,9874,6904,0.6992100465869961
100,0.7,higher_risk_more_available,1.0,1.0184006519909872,70006,0.70006,9874,8171,0.8275268381608264
100,0.9,higher_risk_less_available,-1.0,2.5642215001107616,89976,0.89976,9874,8061,0.8163864695159003
100,0.9,risk_independent,0.0,2.197224577337238,90021,0.90021,9874,8887,0.9000405104314361
100,0.9,higher_risk_more_available,1.0,2.5642215001107616,90067,0.90067,9874,9381,0.9500708932550131
